year,seção_id,seção_descrição,divisão_id,divisão_descrição,numero_de_empresas,pessoal_ocupado_total,pessoal_ocupado_assalariados,alto_crescimento
2014,U,Organismos internacionais e outras instituições extraterritoriais,99,Organismos internacionais e outras instituições extraterritoriais,-1,-1,-1,Gazela
2015,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",1,"Agricultura, pecuária e serviços relacionados",265,36581,35978,Alto Crescimento
2015,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",2,Produção florestal,57,11508,11354,Alto Crescimento
2015,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",3,Pesca e aquicultura,25,2778,2705,Alto Crescimento
2015,B,Indústrias extrativas,5,Extração de carvão mineral,-1,-1,-1,Alto Crescimento
2015,B,Indústrias extrativas,6,Extração de petróleo e gás natural,2,-1,-1,Alto Crescimento
2015,B,Indústrias extrativas,7,Extração de minerais metálicos,19,-1,-1,Alto Crescimento
2015,B,Indústrias extrativas,8,Extração de minerais não-metálicos,85,6401,6232,Alto Crescimento
2015,B,Indústrias extrativas,9,Atividades de apoio à extração de minerais,21,9884,9857,Alto Crescimento
2015,C,Indústrias de transformação,10,Fabricação de produtos alimentícios,816,271082,269793,Alto Crescimento
2015,C,Indústrias de transformação,11,Fabricação de bebidas,68,45249,45139,Alto Crescimento
2015,C,Indústrias de transformação,12,Fabricação de produtos do fumo,2,-1,-1,Alto Crescimento
2015,C,Indústrias de transformação,13,Fabricação de produtos têxteis,148,17005,16780,Alto Crescimento
2015,C,Indústrias de transformação,14,Confecção de artigos do vestuário e acessórios,661,56072,55204,Alto Crescimento
2015,C,Indústrias de transformação,15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",272,33665,33294,Alto Crescimento
2015,C,Indústrias de transformação,16,Fabricação de produtos de madeira,196,12458,12167,Alto Crescimento
2015,C,Indústrias de transformação,17,"Fabricação de celulose, papel e produtos de papel",88,22399,22278,Alto Crescimento
2015,C,Indústrias de transformação,18,Impressão e reprodução de gravações,65,-1,-1,Alto Crescimento
2015,C,Indústrias de transformação,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",22,13057,13037,Alto Crescimento
2015,C,Indústrias de transformação,20,Fabricação de produtos químicos,179,36021,35754,Alto Crescimento
2015,C,Indústrias de transformação,21,Fabricação de produtos farmoquímicos e farmacêuticos,30,6751,6693,Alto Crescimento
2015,C,Indústrias de transformação,22,Fabricação de produtos de borracha e de material plástico,324,30332,29914,Alto Crescimento
2015,C,Indústrias de transformação,23,Fabricação de produtos de minerais não-metálicos,352,31651,31097,Alto Crescimento
2015,C,Indústrias de transformação,24,Metalurgia,55,9780,9718,Alto Crescimento
2015,C,Indústrias de transformação,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",400,27412,26810,Alto Crescimento
2015,C,Indústrias de transformação,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",68,18885,18781,Alto Crescimento
2015,C,Indústrias de transformação,27,"Fabricação de máquinas, aparelhos e materiais elétricos",107,17904,17741,Alto Crescimento
2015,C,Indústrias de transformação,28,Fabricação de máquinas e equipamentos,258,23766,23381,Alto Crescimento
2015,C,Indústrias de transformação,29,"Fabricação de veículos automotores, reboques e carrocerias",100,19477,19344,Alto Crescimento
2015,C,Indústrias de transformação,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",31,12264,12218,Alto Crescimento
2015,C,Indústrias de transformação,31,Fabricação de móveis,255,18168,17788,Alto Crescimento
2015,C,Indústrias de transformação,32,Fabricação de produtos diversos,114,8901,8717,Alto Crescimento
2015,C,Indústrias de transformação,33,"Manutenção, reparação e instalação de máquinas e equipamentos",213,19476,19198,Alto Crescimento
2015,D,Eletricidade e gás,35,"Eletricidade, gás e outras utilidades",32,-1,-1,Alto Crescimento
2015,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",36,"Captação, tratamento e distribuição de água",7,308,303,Alto Crescimento
2015,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",37,Esgoto e atividades relacionadas,17,2279,2260,Alto Crescimento
2015,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",114,25113,24968,Alto Crescimento
2015,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",39,Descontaminação e outros serviços de gestão de resíduos,3,186,185,Alto Crescimento
2015,F,Construção,41,Construção de edifícios,1416,172241,170045,Alto Crescimento
2015,F,Construção,42,Obras de infraestrutura,538,128499,127657,Alto Crescimento
2015,F,Construção,43,Serviços especializados para construção,944,94199,92817,Alto Crescimento
2015,G,Comércio; reparação de veículos automotores e motocicletas,45,Comércio e reparação de veículos automotores e motocicletas,579,40847,40131,Alto Crescimento
2015,G,Comércio; reparação de veículos automotores e motocicletas,46,"Comércio por atacado, exceto veículos automotores e motocicletas",1719,175992,173646,Alto Crescimento
2015,G,Comércio; reparação de veículos automotores e motocicletas,47,Comércio varejista,4541,390209,384256,Alto Crescimento
2015,H,"Transporte, armazenagem e correio",49,Transporte terrestre,1434,165075,162724,Alto Crescimento
2015,H,"Transporte, armazenagem e correio",50,Transporte aquaviário,36,3788,3747,Alto Crescimento
2015,H,"Transporte, armazenagem e correio",51,Transporte aéreo,12,11440,11421,Alto Crescimento
2015,H,"Transporte, armazenagem e correio",52,Armazenamento e atividades auxiliares dos transportes,302,51957,51529,Alto Crescimento
2015,H,"Transporte, armazenagem e correio",53,Correio e outras atividades de entrega,94,6923,6798,Alto Crescimento
2015,I,Alojamento e alimentação,55,Alojamento,233,21586,21219,Alto Crescimento
2015,I,Alojamento e alimentação,56,Alimentação,1197,91835,90171,Alto Crescimento
2015,J,Informação e comunicação,58,Edição e edição integrada à impressão,44,6945,6876,Alto Crescimento
2015,J,Informação e comunicação,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",23,3792,3758,Alto Crescimento
2015,J,Informação e comunicação,60,Atividades de rádio e de televisão,30,2956,2921,Alto Crescimento
2015,J,Informação e comunicação,61,Telecomunicações,211,70759,70423,Alto Crescimento
2015,J,Informação e comunicação,62,Atividades dos serviços de tecnologia da informação,457,73505,72681,Alto Crescimento
2015,J,Informação e comunicação,63,Atividades de prestação de serviços de informação,81,7473,7348,Alto Crescimento
2015,K,"Atividades financeiras, de seguros e serviços relacionados",64,Atividades de serviços financeiros,200,23641,22476,Alto Crescimento
2015,K,"Atividades financeiras, de seguros e serviços relacionados",65,"Seguros, resseguros, previdência complementar e planos de saúde",50,20867,20642,Alto Crescimento
2015,K,"Atividades financeiras, de seguros e serviços relacionados",66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",95,11983,11789,Alto Crescimento
2015,L,Atividades imobiliárias,68,Atividades imobiliárias,114,8777,8595,Alto Crescimento
2015,M,"Atividades profissionais, científicas e técnicas",69,"Atividades jurídicas, de contabilidade e de auditoria",279,16081,15403,Alto Crescimento
2015,M,"Atividades profissionais, científicas e técnicas",70,Atividades de sedes de empresas e de consultoria em gestão empresarial,85,13324,13174,Alto Crescimento
2015,M,"Atividades profissionais, científicas e técnicas",71,Serviços de arquitetura e engenharia; testes e análises técnicas,284,38438,37937,Alto Crescimento
2015,M,"Atividades profissionais, científicas e técnicas",72,Pesquisa e desenvolvimento científico,4,131,127,Alto Crescimento
2015,M,"Atividades profissionais, científicas e técnicas",73,Publicidade e pesquisa de mercado,79,9638,9513,Alto Crescimento
2015,M,"Atividades profissionais, científicas e técnicas",74,"Outras atividades profissionais, científicas e técnicas",77,12267,12118,Alto Crescimento
2015,M,"Atividades profissionais, científicas e técnicas",75,Atividades veterinárias,8,226,212,Alto Crescimento
2015,N,Atividades administrativas e serviços complementares,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,323,35994,35549,Alto Crescimento
2015,N,Atividades administrativas e serviços complementares,78,"Seleção, agenciamento e locação de mão-de-obra",332,172030,171574,Alto Crescimento
2015,N,Atividades administrativas e serviços complementares,79,"Agências de viagens, operadores turísticos e serviços de reservas",73,4550,4417,Alto Crescimento
2015,N,Atividades administrativas e serviços complementares,80,"Atividades de vigilância, segurança e investigação",412,136817,136309,Alto Crescimento
2015,N,Atividades administrativas e serviços complementares,81,Serviços para edifícios e atividades paisagísticas,926,220661,219430,Alto Crescimento
2015,N,Atividades administrativas e serviços complementares,82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",692,226907,225924,Alto Crescimento
2015,O,"Administração pública, defesa e seguridade social",84,"Administração pública, defesa e seguridade social",2,-1,-1,Alto Crescimento
2015,P,Educação,85,Educação,1336,77615,74994,Alto Crescimento
2015,Q,Saúde humana e serviços sociais,86,Atividades de atenção à saúde humana,524,81001,79230,Alto Crescimento
2015,Q,Saúde humana e serviços sociais,87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",72,4966,4761,Alto Crescimento
2015,Q,Saúde humana e serviços sociais,88,Serviços de assistência social sem alojamento,-1,-1,-1,Alto Crescimento
2015,R,"Artes, cultura, esporte e recreação",90,"Atividades artísticas, criativas e de espetáculos",7,489,469,Alto Crescimento
2015,R,"Artes, cultura, esporte e recreação",91,Atividades ligadas ao patrimônio cultural e ambiental,3,259,253,Alto Crescimento
2015,R,"Artes, cultura, esporte e recreação",92,Atividades de exploração de jogos de azar e apostas,-1,-1,-1,Alto Crescimento
2015,R,"Artes, cultura, esporte e recreação",93,Atividades esportivas e de recreação e lazer,122,9028,8860,Alto Crescimento
2015,S,Outras atividades de serviços,94,Atividades de organizações associativas,6,336,291,Alto Crescimento
2015,S,Outras atividades de serviços,95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,145,13737,13550,Alto Crescimento
2015,S,Outras atividades de serviços,96,Outras atividades de serviços pessoais,184,13744,13498,Alto Crescimento
2015,U,Organismos internacionais e outras instituições extraterritoriais,99,Organismos internacionais e outras instituições extraterritoriais,-1,-1,-1,Alto Crescimento
2015,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",1,"Agricultura, pecuária e serviços relacionados",128,14189,13956,Gazela
2015,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",2,Produção florestal,20,1524,1474,Gazela
2015,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",3,Pesca e aquicultura,11,784,749,Gazela
2015,B,Indústrias extrativas,5,Extração de carvão mineral,-1,-1,-1,Gazela
2015,B,Indústrias extrativas,6,Extração de petróleo e gás natural,1,-1,-1,Gazela
2015,B,Indústrias extrativas,7,Extração de minerais metálicos,5,-1,-1,Gazela
2015,B,Indústrias extrativas,8,Extração de minerais não-metálicos,17,935,902,Gazela
2015,B,Indústrias extrativas,9,Atividades de apoio à extração de minerais,9,1585,1584,Gazela
2015,C,Indústrias de transformação,10,Fabricação de produtos alimentícios,272,34584,34174,Gazela
2015,C,Indústrias de transformação,11,Fabricação de bebidas,16,4841,4824,Gazela
2015,C,Indústrias de transformação,12,Fabricação de produtos do fumo,1,-1,-1,Gazela
2015,C,Indústrias de transformação,13,Fabricação de produtos têxteis,53,5145,5087,Gazela
2015,C,Indústrias de transformação,14,Confecção de artigos do vestuário e acessórios,329,20756,20336,Gazela
2015,C,Indústrias de transformação,15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",122,10439,10290,Gazela
2015,C,Indústrias de transformação,16,Fabricação de produtos de madeira,71,3645,3541,Gazela
2015,C,Indústrias de transformação,17,"Fabricação de celulose, papel e produtos de papel",32,1684,1640,Gazela
2015,C,Indústrias de transformação,18,Impressão e reprodução de gravações,27,-1,-1,Gazela
2015,C,Indústrias de transformação,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",5,1547,1544,Gazela
2015,C,Indústrias de transformação,20,Fabricação de produtos químicos,45,3008,2948,Gazela
2015,C,Indústrias de transformação,21,Fabricação de produtos farmoquímicos e farmacêuticos,4,1814,1812,Gazela
2015,C,Indústrias de transformação,22,Fabricação de produtos de borracha e de material plástico,127,11128,10958,Gazela
2015,C,Indústrias de transformação,23,Fabricação de produtos de minerais não-metálicos,151,10065,9851,Gazela
2015,C,Indústrias de transformação,24,Metalurgia,26,4572,4548,Gazela
2015,C,Indústrias de transformação,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",180,10318,10065,Gazela
2015,C,Indústrias de transformação,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",26,2394,2361,Gazela
2015,C,Indústrias de transformação,27,"Fabricação de máquinas, aparelhos e materiais elétricos",44,5997,5939,Gazela
2015,C,Indústrias de transformação,28,Fabricação de máquinas e equipamentos,81,6068,5954,Gazela
2015,C,Indústrias de transformação,29,"Fabricação de veículos automotores, reboques e carrocerias",34,3717,3675,Gazela
2015,C,Indústrias de transformação,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",17,7996,7970,Gazela
2015,C,Indústrias de transformação,31,Fabricação de móveis,107,5878,5725,Gazela
2015,C,Indústrias de transformação,32,Fabricação de produtos diversos,37,2222,2157,Gazela
2015,C,Indústrias de transformação,33,"Manutenção, reparação e instalação de máquinas e equipamentos",107,6715,6580,Gazela
2015,D,Eletricidade e gás,35,"Eletricidade, gás e outras utilidades",14,-1,-1,Gazela
2015,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",36,"Captação, tratamento e distribuição de água",3,-1,-1,Gazela
2015,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",37,Esgoto e atividades relacionadas,5,834,831,Gazela
2015,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",44,5403,5354,Gazela
2015,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",39,Descontaminação e outros serviços de gestão de resíduos,1,-1,-1,Gazela
2015,F,Construção,41,Construção de edifícios,627,50917,50002,Gazela
2015,F,Construção,42,Obras de infraestrutura,172,46857,46635,Gazela
2015,F,Construção,43,Serviços especializados para construção,468,35438,34779,Gazela
2015,G,Comércio; reparação de veículos automotores e motocicletas,45,Comércio e reparação de veículos automotores e motocicletas,246,15366,15112,Gazela
2015,G,Comércio; reparação de veículos automotores e motocicletas,46,"Comércio por atacado, exceto veículos automotores e motocicletas",619,43559,42759,Gazela
2015,G,Comércio; reparação de veículos automotores e motocicletas,47,Comércio varejista,1680,110025,108003,Gazela
2015,H,"Transporte, armazenagem e correio",49,Transporte terrestre,497,39008,38280,Gazela
2015,H,"Transporte, armazenagem e correio",50,Transporte aquaviário,9,904,896,Gazela
2015,H,"Transporte, armazenagem e correio",51,Transporte aéreo,5,10861,10851,Gazela
2015,H,"Transporte, armazenagem e correio",52,Armazenamento e atividades auxiliares dos transportes,140,17831,17689,Gazela
2015,H,"Transporte, armazenagem e correio",53,Correio e outras atividades de entrega,57,3481,3409,Gazela
2015,I,Alojamento e alimentação,55,Alojamento,76,10090,9964,Gazela
2015,I,Alojamento e alimentação,56,Alimentação,625,45528,44666,Gazela
2015,J,Informação e comunicação,58,Edição e edição integrada à impressão,9,549,539,Gazela
2015,J,Informação e comunicação,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",10,3041,3033,Gazela
2015,J,Informação e comunicação,60,Atividades de rádio e de televisão,3,154,151,Gazela
2015,J,Informação e comunicação,61,Telecomunicações,88,4867,4723,Gazela
2015,J,Informação e comunicação,62,Atividades dos serviços de tecnologia da informação,161,20932,20705,Gazela
2015,J,Informação e comunicação,63,Atividades de prestação de serviços de informação,36,2988,2922,Gazela
2015,K,"Atividades financeiras, de seguros e serviços relacionados",64,Atividades de serviços financeiros,44,3243,3040,Gazela
2015,K,"Atividades financeiras, de seguros e serviços relacionados",65,"Seguros, resseguros, previdência complementar e planos de saúde",10,586,564,Gazela
2015,K,"Atividades financeiras, de seguros e serviços relacionados",66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",38,3340,3251,Gazela
2015,L,Atividades imobiliárias,68,Atividades imobiliárias,40,2437,2377,Gazela
2015,M,"Atividades profissionais, científicas e técnicas",69,"Atividades jurídicas, de contabilidade e de auditoria",100,4443,4234,Gazela
2015,M,"Atividades profissionais, científicas e técnicas",70,Atividades de sedes de empresas e de consultoria em gestão empresarial,38,3545,3493,Gazela
2015,M,"Atividades profissionais, científicas e técnicas",71,Serviços de arquitetura e engenharia; testes e análises técnicas,79,8791,8647,Gazela
2015,M,"Atividades profissionais, científicas e técnicas",72,Pesquisa e desenvolvimento científico,3,97,94,Gazela
2015,M,"Atividades profissionais, científicas e técnicas",73,Publicidade e pesquisa de mercado,44,4114,4041,Gazela
2015,M,"Atividades profissionais, científicas e técnicas",74,"Outras atividades profissionais, científicas e técnicas",33,3937,3888,Gazela
2015,M,"Atividades profissionais, científicas e técnicas",75,Atividades veterinárias,5,141,134,Gazela
2015,N,Atividades administrativas e serviços complementares,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,125,8619,8435,Gazela
2015,N,Atividades administrativas e serviços complementares,78,"Seleção, agenciamento e locação de mão-de-obra",122,42963,42802,Gazela
2015,N,Atividades administrativas e serviços complementares,79,"Agências de viagens, operadores turísticos e serviços de reservas",26,1559,1517,Gazela
2015,N,Atividades administrativas e serviços complementares,80,"Atividades de vigilância, segurança e investigação",250,50979,50672,Gazela
2015,N,Atividades administrativas e serviços complementares,81,Serviços para edifícios e atividades paisagísticas,547,88574,87880,Gazela
2015,N,Atividades administrativas e serviços complementares,82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",418,59219,58663,Gazela
2015,O,"Administração pública, defesa e seguridade social",84,"Administração pública, defesa e seguridade social",2,-1,-1,Gazela
2015,P,Educação,85,Educação,466,21717,20869,Gazela
2015,Q,Saúde humana e serviços sociais,86,Atividades de atenção à saúde humana,141,29952,29538,Gazela
2015,Q,Saúde humana e serviços sociais,87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",42,2785,2685,Gazela
2015,Q,Saúde humana e serviços sociais,88,Serviços de assistência social sem alojamento,-1,-1,-1,Gazela
2015,R,"Artes, cultura, esporte e recreação",90,"Atividades artísticas, criativas e de espetáculos",3,-1,-1,Gazela
2015,R,"Artes, cultura, esporte e recreação",91,Atividades ligadas ao patrimônio cultural e ambiental,1,-1,-1,Gazela
2015,R,"Artes, cultura, esporte e recreação",92,Atividades de exploração de jogos de azar e apostas,-1,-1,-1,Gazela
2015,R,"Artes, cultura, esporte e recreação",93,Atividades esportivas e de recreação e lazer,58,3513,3441,Gazela
2015,S,Outras atividades de serviços,94,Atividades de organizações associativas,3,211,196,Gazela
2015,S,Outras atividades de serviços,95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,70,3469,3392,Gazela
2015,S,Outras atividades de serviços,96,Outras atividades de serviços pessoais,95,5849,5729,Gazela
2015,U,Organismos internacionais e outras instituições extraterritoriais,99,Organismos internacionais e outras instituições extraterritoriais,-1,-1,-1,Gazela
