base_de_dados,year,seção_id,seção_descrição,divisão_id,divisão_descrição,numero_de_empresas,pessoal_ocupado_total,pessoal_ocupado_assalariados,segmento
geral,2015,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",3,Pesca e aquicultura,222.0,9105.0,8614.0,Geral
geral,2015,B,Indústrias extrativas,5,Extração de carvão mineral,12.0,4729.0,4713.0,Geral
geral,2015,B,Indústrias extrativas,6,Extração de petróleo e gás natural,33.0,3561.0,3506.0,Geral
geral,2015,B,Indústrias extrativas,7,Extração de minerais metálicos,161.0,83715.0,83438.0,Geral
geral,2015,B,Indústrias extrativas,8,Extração de minerais não-metálicos,1816.0,73175.0,69680.0,Geral
geral,2015,B,Indústrias extrativas,9,Atividades de apoio à extração de minerais,109.0,36692.0,36600.0,Geral
geral,2015,C,Indústrias de transformação,10,Fabricação de produtos alimentícios,12385.0,1610939.0,1590365.0,Geral
geral,2015,C,Indústrias de transformação,11,Fabricação de bebidas,936.0,173457.0,171915.0,Geral
geral,2015,C,Indústrias de transformação,12,Fabricação de produtos do fumo,60.0,17646.0,17569.0,Geral
geral,2015,C,Indústrias de transformação,13,Fabricação de produtos têxteis,3100.0,238530.0,233465.0,Geral
geral,2015,C,Indústrias de transformação,14,Confecção de artigos do vestuário e acessórios,13362.0,552435.0,531972.0,Geral
geral,2015,C,Indústrias de transformação,15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",3659.0,328018.0,322689.0,Geral
geral,2015,C,Indústrias de transformação,16,Fabricação de produtos de madeira,4057.0,161117.0,154755.0,Geral
geral,2015,C,Indústrias de transformação,17,"Fabricação de celulose, papel e produtos de papel",1853.0,182365.0,179391.0,Geral
geral,2015,C,Indústrias de transformação,18,Impressão e reprodução de gravações,2143.0,77377.0,73937.0,Geral
geral,2015,C,Indústrias de transformação,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",287.0,213633.0,213204.0,Geral
geral,2015,C,Indústrias de transformação,20,Fabricação de produtos químicos,3155.0,293992.0,288938.0,Geral
geral,2015,C,Indústrias de transformação,21,Fabricação de produtos farmoquímicos e farmacêuticos,374.0,104563.0,104028.0,Geral
geral,2015,C,Indústrias de transformação,22,Fabricação de produtos de borracha e de material plástico,5975.0,374906.0,365390.0,Geral
geral,2015,C,Indústrias de transformação,23,Fabricação de produtos de minerais não-metálicos,9046.0,407102.0,392255.0,Geral
geral,2015,C,Indústrias de transformação,24,Metalurgia,1410.0,216429.0,214049.0,Geral
geral,2015,C,Indústrias de transformação,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",9334.0,387899.0,372351.0,Geral
geral,2015,C,Indústrias de transformação,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",1249.0,132230.0,130225.0,Geral
geral,2015,C,Indústrias de transformação,27,"Fabricação de máquinas, aparelhos e materiais elétricos",1843.0,217531.0,214663.0,Geral
geral,2015,C,Indústrias de transformação,28,Fabricação de máquinas e equipamentos,5328.0,351316.0,342577.0,Geral
geral,2015,C,Indústrias de transformação,29,"Fabricação de veículos automotores, reboques e carrocerias",2290.0,429845.0,426377.0,Geral
geral,2015,C,Indústrias de transformação,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",502.0,110965.0,110229.0,Geral
geral,2015,C,Indústrias de transformação,31,Fabricação de móveis,4944.0,219497.0,211311.0,Geral
geral,2015,C,Indústrias de transformação,32,Fabricação de produtos diversos,2908.0,140632.0,136038.0,Geral
geral,2015,C,Indústrias de transformação,33,"Manutenção, reparação e instalação de máquinas e equipamentos",3336.0,157864.0,152799.0,Geral
geral,2015,D,Eletricidade e gás,35,"Eletricidade, gás e outras utilidades",502.0,118836.0,117699.0,Geral
geral,2015,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",36,"Captação, tratamento e distribuição de água",191.0,101062.0,100815.0,Geral
geral,2015,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",37,Esgoto e atividades relacionadas,216.0,13187.0,12923.0,Geral
geral,2015,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",1449.0,216958.0,214915.0,Geral
geral,2015,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",39,Descontaminação e outros serviços de gestão de resíduos,21.0,1403.0,1371.0,Geral
geral,2015,F,Construção,41,Construção de edifícios,17279.0,897367.0,869426.0,Geral
geral,2015,F,Construção,42,Obras de infraestrutura,5217.0,779844.0,771577.0,Geral
geral,2015,F,Construção,43,Serviços especializados para construção,13137.0,570663.0,551055.0,Geral
geral,2015,G,Comércio; reparação de veículos automotores e motocicletas,45,Comércio e reparação de veículos automotores e motocicletas,16861.0,591393.0,564925.0,Geral
geral,2015,G,Comércio; reparação de veículos automotores e motocicletas,46,"Comércio por atacado, exceto veículos automotores e motocicletas",25668.0,1370497.0,1331196.0,Geral
geral,2015,G,Comércio; reparação de veículos automotores e motocicletas,47,Comércio varejista,115893.0,4334859.0,4157326.0,Geral
geral,2015,H,"Transporte, armazenagem e correio",49,Transporte terrestre,17910.0,1494548.0,1465536.0,Geral
geral,2015,H,"Transporte, armazenagem e correio",50,Transporte aquaviário,378.0,42584.0,42003.0,Geral
geral,2015,H,"Transporte, armazenagem e correio",51,Transporte aéreo,142.0,67718.0,67495.0,Geral
geral,2015,H,"Transporte, armazenagem e correio",52,Armazenamento e atividades auxiliares dos transportes,4541.0,401515.0,394086.0,Geral
geral,2015,H,"Transporte, armazenagem e correio",53,Correio e outras atividades de entrega,1771.0,179107.0,176564.0,Geral
geral,2015,I,Alojamento e alimentação,55,Alojamento,8630.0,287030.0,273102.0,Geral
geral,2015,I,Alojamento e alimentação,56,Alimentação,37701.0,1107245.0,1050563.0,Geral
geral,2015,J,Informação e comunicação,58,Edição e edição integrada à impressão,1267.0,74879.0,72947.0,Geral
geral,2015,J,Informação e comunicação,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",449.0,23452.0,22863.0,Geral
geral,2015,J,Informação e comunicação,60,Atividades de rádio e de televisão,1393.0,79533.0,77496.0,Geral
geral,2015,J,Informação e comunicação,61,Telecomunicações,1575.0,177694.0,175290.0,Geral
geral,2015,J,Informação e comunicação,62,Atividades dos serviços de tecnologia da informação,4154.0,344851.0,337023.0,Geral
geral,2015,J,Informação e comunicação,63,Atividades de prestação de serviços de informação,1224.0,114993.0,113084.0,Geral
geral,2015,K,"Atividades financeiras, de seguros e serviços relacionados",64,Atividades de serviços financeiros,1838.0,620690.0,612771.0,Geral
geral,2015,K,"Atividades financeiras, de seguros e serviços relacionados",65,"Seguros, resseguros, previdência complementar e planos de saúde",733.0,210965.0,207074.0,Geral
geral,2015,K,"Atividades financeiras, de seguros e serviços relacionados",66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",1552.0,84745.0,81870.0,Geral
geral,2015,L,Atividades imobiliárias,68,Atividades imobiliárias,2783.0,94588.0,89482.0,Geral
geral,2015,M,"Atividades profissionais, científicas e técnicas",69,"Atividades jurídicas, de contabilidade e de auditoria",8602.0,232356.0,212980.0,Geral
geral,2015,M,"Atividades profissionais, científicas e técnicas",70,Atividades de sedes de empresas e de consultoria em gestão empresarial,956.0,66440.0,64601.0,Geral
geral,2015,M,"Atividades profissionais, científicas e técnicas",71,Serviços de arquitetura e engenharia; testes e análises técnicas,3466.0,210784.0,204465.0,Geral
geral,2015,M,"Atividades profissionais, científicas e técnicas",72,Pesquisa e desenvolvimento científico,70.0,19677.0,19577.0,Geral
geral,2015,M,"Atividades profissionais, científicas e técnicas",73,Publicidade e pesquisa de mercado,1614.0,80098.0,77587.0,Geral
geral,2015,M,"Atividades profissionais, científicas e técnicas",74,"Outras atividades profissionais, científicas e técnicas",1111.0,59892.0,57906.0,Geral
geral,2015,M,"Atividades profissionais, científicas e técnicas",75,Atividades veterinárias,158.0,3308.0,2903.0,Geral
geral,2015,N,Atividades administrativas e serviços complementares,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,4742.0,187424.0,180191.0,Geral
geral,2015,N,Atividades administrativas e serviços complementares,78,"Seleção, agenciamento e locação de mão-de-obra",2425.0,629202.0,625694.0,Geral
geral,2015,N,Atividades administrativas e serviços complementares,79,"Agências de viagens, operadores turísticos e serviços de reservas",1343.0,48929.0,46623.0,Geral
geral,2015,N,Atividades administrativas e serviços complementares,80,"Atividades de vigilância, segurança e investigação",3291.0,711269.0,706723.0,Geral
geral,2015,N,Atividades administrativas e serviços complementares,81,Serviços para edifícios e atividades paisagísticas,7766.0,1052277.0,1041798.0,Geral
geral,2015,N,Atividades administrativas e serviços complementares,82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",10004.0,835566.0,820510.0,Geral
geral,2015,O,"Administração pública, defesa e seguridade social",84,"Administração pública, defesa e seguridade social",93.0,33397.0,33342.0,Geral
geral,2015,P,Educação,85,Educação,23278.0,886193.0,841908.0,Geral
geral,2015,Q,Saúde humana e serviços sociais,86,Atividades de atenção à saúde humana,10245.0,682064.0,648769.0,Geral
geral,2015,Q,Saúde humana e serviços sociais,87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",1015.0,30384.0,28478.0,Geral
geral,2015,Q,Saúde humana e serviços sociais,88,Serviços de assistência social sem alojamento,5.0,139.0,127.0,Geral
geral,2015,R,"Artes, cultura, esporte e recreação",90,"Atividades artísticas, criativas e de espetáculos",321.0,8013.0,7498.0,Geral
geral,2015,R,"Artes, cultura, esporte e recreação",91,Atividades ligadas ao patrimônio cultural e ambiental,20.0,894.0,855.0,Geral
geral,2015,R,"Artes, cultura, esporte e recreação",92,Atividades de exploração de jogos de azar e apostas,4.0,115.0,113.0,Geral
geral,2015,R,"Artes, cultura, esporte e recreação",93,Atividades esportivas e de recreação e lazer,3153.0,90180.0,85079.0,Geral
geral,2015,S,Outras atividades de serviços,94,Atividades de organizações associativas,93.0,3890.0,3447.0,Geral
geral,2015,S,Outras atividades de serviços,95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,2341.0,72135.0,68516.0,Geral
geral,2015,S,Outras atividades de serviços,96,Outras atividades de serviços pessoais,4561.0,126844.0,119486.0,Geral
geral,2015,U,Organismos internacionais e outras instituições extraterritoriais,99,Organismos internacionais e outras instituições extraterritoriais,0.0,0.0,0.0,Geral
geral,2015,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",1,"Agricultura, pecuária e serviços relacionados",1477.0,86166.0,83319.0,Até 8 anos de idade
geral,2015,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",2,Produção florestal,520.0,21216.0,20313.0,Até 8 anos de idade
geral,2015,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",3,Pesca e aquicultura,81.0,2377.0,2204.0,Até 8 anos de idade
geral,2015,B,Indústrias extrativas,5,Extração de carvão mineral,0.0,0.0,0.0,Até 8 anos de idade
geral,2015,B,Indústrias extrativas,6,Extração de petróleo e gás natural,15.0,1777.0,1762.0,Até 8 anos de idade
geral,2015,B,Indústrias extrativas,7,Extração de minerais metálicos,57.0,9980.0,9910.0,Até 8 anos de idade
geral,2015,B,Indústrias extrativas,8,Extração de minerais não-metálicos,335.0,8959.0,8396.0,Até 8 anos de idade
geral,2015,B,Indústrias extrativas,9,Atividades de apoio à extração de minerais,43.0,5111.0,5088.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,10,Fabricação de produtos alimentícios,3524.0,160176.0,154723.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,11,Fabricação de bebidas,197.0,12420.0,12144.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,12,Fabricação de produtos do fumo,13.0,733.0,713.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,13,Fabricação de produtos têxteis,889.0,31955.0,30702.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,14,Confecção de artigos do vestuário e acessórios,5142.0,153437.0,146280.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",1526.0,58703.0,56605.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,16,Fabricação de produtos de madeira,1315.0,35317.0,33419.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,17,"Fabricação de celulose, papel e produtos de papel",497.0,22378.0,21704.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,18,Impressão e reprodução de gravações,570.0,13055.0,12227.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",46.0,10966.0,10920.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,20,Fabricação de produtos químicos,555.0,20535.0,19715.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,21,Fabricação de produtos farmoquímicos e farmacêuticos,35.0,4096.0,4052.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,22,Fabricação de produtos de borracha e de material plástico,1606.0,56281.0,53917.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,23,Fabricação de produtos de minerais não-metálicos,2662.0,76723.0,72724.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,24,Metalurgia,326.0,17895.0,17455.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",2702.0,72182.0,68160.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",261.0,12682.0,12319.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,27,"Fabricação de máquinas, aparelhos e materiais elétricos",428.0,26352.0,25793.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,28,Fabricação de máquinas e equipamentos,1093.0,32436.0,30856.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,29,"Fabricação de veículos automotores, reboques e carrocerias",503.0,30286.0,29569.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",143.0,30530.0,30338.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,31,Fabricação de móveis,1472.0,42261.0,40004.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,32,Fabricação de produtos diversos,823.0,20748.0,19537.0,Até 8 anos de idade
geral,2015,C,Indústrias de transformação,33,"Manutenção, reparação e instalação de máquinas e equipamentos",1734.0,50282.0,47823.0,Até 8 anos de idade
geral,2015,D,Eletricidade e gás,35,"Eletricidade, gás e outras utilidades",151.0,8101.0,7795.0,Até 8 anos de idade
geral,2015,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",36,"Captação, tratamento e distribuição de água",69.0,4624.0,4557.0,Até 8 anos de idade
geral,2015,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",37,Esgoto e atividades relacionadas,68.0,4384.0,4314.0,Até 8 anos de idade
geral,2015,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",612.0,39204.0,38366.0,Até 8 anos de idade
geral,2015,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",39,Descontaminação e outros serviços de gestão de resíduos,6.0,249.0,243.0,Até 8 anos de idade
geral,2015,F,Construção,41,Construção de edifícios,8997.0,340997.0,327693.0,Até 8 anos de idade
geral,2015,F,Construção,42,Obras de infraestrutura,2079.0,191797.0,188936.0,Até 8 anos de idade
geral,2015,F,Construção,43,Serviços especializados para construção,7521.0,231433.0,220954.0,Até 8 anos de idade
geral,2015,G,Comércio; reparação de veículos automotores e motocicletas,45,Comércio e reparação de veículos automotores e motocicletas,4926.0,122522.0,115423.0,Até 8 anos de idade
geral,2015,G,Comércio; reparação de veículos automotores e motocicletas,46,"Comércio por atacado, exceto veículos automotores e motocicletas",8131.0,253167.0,241770.0,Até 8 anos de idade
geral,2015,G,Comércio; reparação de veículos automotores e motocicletas,47,Comércio varejista,39918.0,968937.0,911378.0,Até 8 anos de idade
geral,2015,H,"Transporte, armazenagem e correio",49,Transporte terrestre,6597.0,290227.0,280802.0,Até 8 anos de idade
geral,2015,H,"Transporte, armazenagem e correio",50,Transporte aquaviário,108.0,8636.0,8488.0,Até 8 anos de idade
geral,2015,H,"Transporte, armazenagem e correio",51,Transporte aéreo,22.0,11460.0,11419.0,Até 8 anos de idade
geral,2015,H,"Transporte, armazenagem e correio",52,Armazenamento e atividades auxiliares dos transportes,1882.0,101275.0,98570.0,Até 8 anos de idade
geral,2015,H,"Transporte, armazenagem e correio",53,Correio e outras atividades de entrega,806.0,22451.0,21401.0,Até 8 anos de idade
geral,2015,I,Alojamento e alimentação,55,Alojamento,2265.0,65929.0,62635.0,Até 8 anos de idade
geral,2015,I,Alojamento e alimentação,56,Alimentação,18810.0,439673.0,412602.0,Até 8 anos de idade
geral,2015,J,Informação e comunicação,58,Edição e edição integrada à impressão,249.0,6587.0,6249.0,Até 8 anos de idade
geral,2015,J,Informação e comunicação,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",158.0,6882.0,6689.0,Até 8 anos de idade
geral,2015,J,Informação e comunicação,60,Atividades de rádio e de televisão,76.0,4290.0,4183.0,Até 8 anos de idade
geral,2015,J,Informação e comunicação,61,Telecomunicações,729.0,22606.0,21494.0,Até 8 anos de idade
geral,2015,J,Informação e comunicação,62,Atividades dos serviços de tecnologia da informação,1394.0,72637.0,70264.0,Até 8 anos de idade
geral,2015,J,Informação e comunicação,63,Atividades de prestação de serviços de informação,524.0,18734.0,17926.0,Até 8 anos de idade
geral,2015,K,"Atividades financeiras, de seguros e serviços relacionados",64,Atividades de serviços financeiros,478.0,22818.0,21657.0,Até 8 anos de idade
geral,2015,K,"Atividades financeiras, de seguros e serviços relacionados",65,"Seguros, resseguros, previdência complementar e planos de saúde",77.0,4450.0,4305.0,Até 8 anos de idade
geral,2015,K,"Atividades financeiras, de seguros e serviços relacionados",66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",426.0,16658.0,15898.0,Até 8 anos de idade
geral,2015,L,Atividades imobiliárias,68,Atividades imobiliárias,927.0,26436.0,25011.0,Até 8 anos de idade
geral,2015,M,"Atividades profissionais, científicas e técnicas",69,"Atividades jurídicas, de contabilidade e de auditoria",2651.0,56044.0,51042.0,Até 8 anos de idade
geral,2015,M,"Atividades profissionais, científicas e técnicas",70,Atividades de sedes de empresas e de consultoria em gestão empresarial,407.0,19777.0,19188.0,Até 8 anos de idade
geral,2015,M,"Atividades profissionais, científicas e técnicas",71,Serviços de arquitetura e engenharia; testes e análises técnicas,1187.0,48229.0,46334.0,Até 8 anos de idade
geral,2015,M,"Atividades profissionais, científicas e técnicas",72,Pesquisa e desenvolvimento científico,25.0,2790.0,2746.0,Até 8 anos de idade
geral,2015,M,"Atividades profissionais, científicas e técnicas",73,Publicidade e pesquisa de mercado,795.0,30392.0,29321.0,Até 8 anos de idade
geral,2015,M,"Atividades profissionais, científicas e técnicas",74,"Outras atividades profissionais, científicas e técnicas",480.0,17561.0,16780.0,Até 8 anos de idade
geral,2015,M,"Atividades profissionais, científicas e técnicas",75,Atividades veterinárias,71.0,1385.0,1201.0,Até 8 anos de idade
geral,2015,N,Atividades administrativas e serviços complementares,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,1921.0,53341.0,50607.0,Até 8 anos de idade
geral,2015,N,Atividades administrativas e serviços complementares,78,"Seleção, agenciamento e locação de mão-de-obra",865.0,107161.0,105940.0,Até 8 anos de idade
geral,2015,N,Atividades administrativas e serviços complementares,79,"Agências de viagens, operadores turísticos e serviços de reservas",432.0,14424.0,13741.0,Até 8 anos de idade
geral,2015,N,Atividades administrativas e serviços complementares,80,"Atividades de vigilância, segurança e investigação",1692.0,129555.0,127284.0,Até 8 anos de idade
geral,2015,N,Atividades administrativas e serviços complementares,81,Serviços para edifícios e atividades paisagísticas,4620.0,297227.0,291348.0,Até 8 anos de idade
geral,2015,N,Atividades administrativas e serviços complementares,82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",5765.0,247062.0,239042.0,Até 8 anos de idade
geral,2015,O,"Administração pública, defesa e seguridade social",84,"Administração pública, defesa e seguridade social",20.0,3004.0,2982.0,Até 8 anos de idade
geral,2015,P,Educação,85,Educação,7074.0,188080.0,175842.0,Até 8 anos de idade
geral,2015,Q,Saúde humana e serviços sociais,86,Atividades de atenção à saúde humana,2076.0,91520.0,85937.0,Até 8 anos de idade
geral,2015,Q,Saúde humana e serviços sociais,87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",636.0,-1.0,-1.0,Até 8 anos de idade
geral,2015,Q,Saúde humana e serviços sociais,88,Serviços de assistência social sem alojamento,1.0,-1.0,-1.0,Até 8 anos de idade
geral,2015,R,"Artes, cultura, esporte e recreação",90,"Atividades artísticas, criativas e de espetáculos",149.0,3824.0,3611.0,Até 8 anos de idade
geral,2015,R,"Artes, cultura, esporte e recreação",91,Atividades ligadas ao patrimônio cultural e ambiental,9.0,156.0,144.0,Até 8 anos de idade
geral,2015,R,"Artes, cultura, esporte e recreação",92,Atividades de exploração de jogos de azar e apostas,0.0,0.0,0.0,Até 8 anos de idade
geral,2015,R,"Artes, cultura, esporte e recreação",93,Atividades esportivas e de recreação e lazer,1531.0,34723.0,32362.0,Até 8 anos de idade
geral,2015,S,Outras atividades de serviços,94,Atividades de organizações associativas,15.0,673.0,617.0,Até 8 anos de idade
geral,2015,S,Outras atividades de serviços,95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,854.0,22581.0,21369.0,Até 8 anos de idade
geral,2015,S,Outras atividades de serviços,96,Outras atividades de serviços pessoais,1915.0,44978.0,42071.0,Até 8 anos de idade
geral,2015,U,Organismos internacionais e outras instituições extraterritoriais,99,Organismos internacionais e outras instituições extraterritoriais,0.0,0.0,0.0,Até 8 anos de idade
altocrescimento,2014,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",1,"Agricultura, pecuária e serviços relacionados",228.0,45258.0,44733.0,Alto Crescimento
altocrescimento,2014,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",2,Produção florestal,79.0,14655.0,14458.0,Alto Crescimento
altocrescimento,2014,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",3,Pesca e aquicultura,19.0,2126.0,2079.0,Alto Crescimento
altocrescimento,2014,B,Indústrias extrativas,5,Extração de carvão mineral,1.0,-1.0,-1.0,Alto Crescimento
altocrescimento,2014,B,Indústrias extrativas,6,Extração de petróleo e gás natural,4.0,-1.0,-1.0,Alto Crescimento
altocrescimento,2014,B,Indústrias extrativas,7,Extração de minerais metálicos,23.0,8356.0,8315.0,Alto Crescimento
